Block,Level,Unit,Building_name,House_number,Street_name,Township,Postcode,Locality_name,State,,
,1,34,,,JALAN USJ 9/5Q,SUBANG BUSINESS CENTRE,47620,SUBANG JAYA,SELANGOR,,
,,,PERODUA SERVICE CENTER SUBANG JAYA,678,PERSIARAN SUBANG PERMAI,SUNGAI PENAGA INDUSTRIAL PARK,47620,SUBANG JAYA,SELANGOR,,
,1,,RHB BANK UEP SUBANG JAYA,47 & 49,JALAN USJ 1/10,TAIPAN BUSINESS CENTRE,47620,SUBANG JAYA,SELANGOR,,
,,,,62-B,JALAN USJ 10/1B,TAIPAN BUSINESS CENTRE,47620,SUBANG JAYA,SELANGOR,,
,MEZZANINE FLOOR,,TAIPAN BUSINESS CENTRE,,JALAN USJ 10/1B,UEP SUBANG JAYA,47620,SUBANG JAYA,SELANGOR,,
,,,,66,JALAN USJ 10/1B,TAIPAN BUSINESS CENTRE,47620,SUBANG JAYA,SELANGOR,,
,,1,,1,JALAN USJ 10/1C,TAIPAN BUSINESS CENTRE,47620,SUBANG JAYA,SELANGOR,,
,,,,,JALAN USJ 10/1D,TAIPAN BUSINESS CENTRE,47620,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN USJ 10/1F,TAIPAN BUSINESS CENTRE,47620,SUBANG JAYA,SELANGOR,,
,,,HOTEL NGINAP,55,JALAN USJ 10/1G,TAIPAN BUSINESS CENTRE,47620,SUBANG JAYA,SELANGOR,,
,,,FOLLOW ME,10,JALAN TP2,UEP SUBANG JAYA,47620,SUBANG JAYA,SELANGOR,,
,,,,38,JALAN TP 7/E,TAMAN PERINDUSTRIAN UEP,40400,SHAH ALAM,SELANGOR,,
,,,,32,JALAN TP 7/E,TAMAN PERINDUSTRIAN UEP,47620,SUBANG JAYA,SELANGOR,,
,7,7,,,JALAN USJ 9/5Q,SUBANG BUSINESS CENTRE,47620,SUBANG JAYA,SELANGOR,,
D,,,,,JALAN SM 1,TAMAN SUBANG MAS,47620,SUBANG JAYA,SELANGOR,,
C,2,7,,,JALAN SM1,TAMAN SUBANG MAS,47620,SUBANG JAYA,SELANGOR,,
,,,MENARA GENO,,JALAN SUBANG MAS,TAMAN SUBANG MAS,47620,SUBANG JAYA,SELANGOR,,
,,,MENARA GENO,,JALAN SUBANG MAS,TAMAN SUBANG MAS,47620,SUBANG JAYA,SELANGOR,,
,,,MENARA GENO,14-19,JALAN SUBANG MAS,TAMAN SUBANG MAS,47620,SUBANG JAYA,SELANGOR,,
A,4,1,MENARA SURIA,,JALAN SUBANG MAS,TAMAN SUBANG MAS,47620,SUBANG JAYA,SELANGOR,,
,,,FLAT TAMAN MAS SUBANG,,JALAN SM1,TAMAN SUBANG MAS,47620,SUBANG JAYA,SELANGOR,,
A,,,MENARA SURIA (V12 SOVO),,JALAN SUBANG MAS,TAMAN SUBANG MAS,47620,SUBANG JAYA,SELANGOR,,
,,,,,JALAN SUBANG MAS,TAMAN SUBANG MAS,47620,SUBANG JAYA,SELANGOR,,
,,,GLOBAL MULTI VENTURES ENTERPRISE,18,JALAN USJ 1/6,SUBANG MEWAH,47600,SUBANG JAYA,SELANGOR,,
N,,,PANGSAPURI JATI 1,,PERSIARAN SUBANG MEWAH,USJ 1,47620,SUBANG JAYA,SELANGOR,,
,,,PANGSAPURI JATI 1,,PERSIARAN SUBANG MEWAH,USJ 1,47620,SUBANG JAYA,SELANGOR,,
,,,PANGSAPURI JATI 2,,PERSIARAN SUBANG MEWAH,TAMAN SUBANG PERMAI,47620,SUBANG JAYA,SELANGOR,,
M,,,PANGSAPURI JATI 2,,PERSIARAN SUBANG MEWAH,USJ 1,47620,SUBANG JAYA,SELANGOR,,
,,,PANGSAPURI JATI 2,,PERSIARAN SUBANG MEWAH,TAMAN SUBANG PERMAI,47620,SUBANG JAYA,SELANGOR,,
C,,,SRI BAYU CONDOMINIUM,,JALAN USJ 11/7,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,MCDONALD'S TAIPAN,4,JALAN USJ 10/1,TAIPAN USJ,47620,SUBANG JAYA,SELANGOR,,
,,,TAIPAN BUSINESS CENTRE USJ 10,,JALAN USJ 10/1C,UEP SUBANG JAYA,47620,SUBANG JAYA,SELANGOR,,
,,,,32,JALAN USJ 11/1F,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,74,JALAN USJ 11/3B,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,9,JALAN USJ 11/1A,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,,JALAN USJ 11/1A,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,40,JALAN USJ 11/1A,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,41,JALAN USJ 11/1B,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,50,JALAN USJ 11/1B,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,63,JALAN USJ 11/1B,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,26,JALAN USJ 11/1B,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,29,JALAN USJ 11/1C,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,61,JALAN USJ 11/1E,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,36,JALAN USJ 11/1F,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,,JALAN USJ 11/1F,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,20,JALAN USJ 11/1F,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,84,JALAN USJ 11/1F,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,ARCADIA APARTMENTS,,JALAN USJ 11/1G,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,1,,ARCADIA APARTMENTS,,JALAN USJ 11/1G,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,ARCADIA APARTMENTS,,JALAN USJ 11/1G,USJ 11,47620,SUBANG JAYA,SELANGOR,,
H,,,ARCADIA APARTMENTS,,JALAN USJ 11/1G,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,49,JALAN USJ 11/1G,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,7A,JALAN USJ 11/1J,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,29,JALAN USJ 11/2,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,41,JALAN USJ 11/2A,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,45,JALAN USJ 11/2A,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,14,JALAN USJ 11/2A,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,4,JALAN USJ 11/2A,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,33,JALAN USJ 11/2A,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,44,JALAN USJ 11/2A,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,62,JALAN USJ 11/2B,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,2,JALAN USJ 11/2B,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,5,JALAN USJ 11/2C,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,,JALAN USJ 11/2D,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,,JALAN USJ 11/2E,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,14,JALAN USJ 11/2F,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN USJ 11/2H,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN USJ 11/2H,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,73,JALAN USJ 11/3A,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,56,JALAN USJ 11/3B,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,60,JALAN USJ 11/3B,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN USJ 11/3B,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,20,JALAN USJ 11/3B,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,75,JALAN USJ 11/3C,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,65,JALAN USJ 11/3C,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,73,JALAN USJ 11/3D,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,28,JALAN USJ 11/3D,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,39,JALAN USJ 11/3E,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,4,JALAN USJ 11/3E,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,80,JALAN USJ 11/3F,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,26,JALAN USJ 11/3F,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,11,JALAN USJ 11/3L,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,67,JALAN USJ 11/3L,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN USJ 11/3L,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,66,JALAN USJ 11/3M,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,63,JALAN USJ 11/3M,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,31,JALAN USJ 11/3M,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,44,JALAN USJ 11/3N,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,28,JALAN USJ 11/3N,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,14,JALAN USJ 11/3P,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,20,JALAN USJ 11/4B,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,44,JALAN USJ 11/4C,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,2,JALAN USJ 11/4C,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,34,JALAN USJ 11/4D,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,,JALAN USJ 11/4D,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,11A,JALAN USJ 11/4D,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,63,jALAN USJ 11/4D,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,44,JALAN USJ 11/4D,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,11A,JALAN USJ 11/4E,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,9,JALAN USJ 11/4E,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,23,JALAN USJ 11/4G,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,14,JALAN USJ 11/4J,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,10,JALAN USJ 11/4J,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN USJ 11/4J,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN USJ 11/4J,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,30,JALAN USJ 11/4J,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,84,JALAN USJ 11/4K,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,6,JALAN USJ 11/4K,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,80,JALAN USJ 11/4L,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,62,JALAN USJ 11/4L,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,65,JALAN USJ 11/4L,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,14,JALAN USJ 11/4M,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,4,JALAN USJ 11/4N,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,4,JALAN USJ 11/5,USJ 11,47620,SUBANG JAYA,SELANGOR,,
B,,,SRI BAYU CONDOMINIUM,,JALAN USJ 11/7,USJ 11,47620,SUBANG JAYA,SELANGOR,,
D4,4,4,SRI BAYU CONDOMINIUM,,JALAN USJ 11/7,USJ 11,47620,SUBANG JAYA,SELANGOR,,
D,,,SRI BAYU CONDOMINIUM,,JALAN USJ 11/7,USJ 11,47620,SUBANG JAYA,SELANGOR,,
,,,,48,JALAN USJ 11/7,USJ 11,47620,SUBANG JAYA,SELANGOR,,
C,7,13,APARTMENT SRI TANJUNG,,,USJ 16,47630,SUBANG JAYA,SELANGOR,,
,G,,THE 19 USJ CITY MALL,,PERSIARAN KEWAJIPAN,USJ 19,47620,SUBANG JAYA,SELANGOR,,
,,,,69,JALAN PINGGIRAN USJ 3/2,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,39,JALAN USJ 9/5B,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,3,JALAN USJ 1/9,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,55,JALAN USJ 9/2,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,25,JALAN USJ 9/2,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,21,JALAN USJ 9/3A,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,29,JALAN USJ 9/3A,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,3,JALAN USJ 9/3A,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,11A,JALAN USJ 9/3A,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,45,JALAN USJ 9/3A,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,26,JALAN USJ 9/3B,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,32,JALAN USJ 9/3C,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,47,JALAN USJ 9/3C,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,36,JALAN USJ 9/3D,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 9/3D,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,1A,JALAN USJ 9/3D,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,63,JALAN USJ 9/3E,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,23,JALAN USJ 9/3E,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,61,JALAN USJ 9/3E,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,59,JALAN USJ 9/3E,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,14,JALAN USJ 9/3G,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,16,JALAN USJ 9/3K,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,38,JALAN USJ 9/3K,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,59,JALAN USJ 9/3L,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,14,JALAN USJ 9/3L,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,55,JALAN USJ 9/3L,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,42,JALAN USJ 9/3N,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,4,JALAN USJ 9/3P,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,87,JALAN USJ 9/4,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,39,JALAN USJ 9/4,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN USJ 9/5B,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,85,JALAN USJ 9/5B,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,11A,JALAN USJ 9/5B,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,47,JALAN USJ 9/5C,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,40,JALAN USJ 9/5D,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,25,JALAN USJ 9/5D,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,16,JALAN USJ 9/5E,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,28,JALAN USJ 9/5G,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,26,JALAN USJ 9/5H,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,62,JALAN USJ 9/5H,USJ 9,47620,SUBANG JAYA,SELANGOR,,
,,,,24,JALAN USJ 9/5J,USJ 9,47620,SUBANG JAYA,SELANGOR,,
N1,2,9,GOODYEAR COURT 7,,JALAN USJ 14/1,USJ 14,47610,SUBANG JAYA,SELANGOR,,
AL,4,6,SUBANG PERDANA GOODYEAR COURT 10,6,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,BOILERMECH SDN BHD,LOT 875,JALAN SUBANG 8,TAMAN PERINDUSTRIAN SUBANG,47620,SUBANG JAYA,SELANGOR,,
,,1,,1,JALAN TIARA 3,TAMAN PERINDUSTRIAN UEP,47600,SUBANG JAYA,SELANGOR,,
,,,,153,JALAN USJ 12/1,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,130,JALAN USJ 12/1,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,119,JALAN USJ 12/1,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,30,JALAN USJ 12/1,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,11A,JALAN USJ 12/1A,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,20,JALAN USJ 12/1D,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,16,JALAN USJ 12/1F,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,107,JALAN USJ 12/1N,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,69,JALAN USJ 12/1N,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN USJ 12/1N,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN USJ 12/2,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,129,JALAN USJ 12/2A,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,114,JALAN USJ 12/2A,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,4,JALAN USJ 12/2B,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,52,JALAN USJ 12/2F,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,41,JALAN USJ 12/3,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN USJ 12/3,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,33,JALAN USJ 12/3A,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,56,JALAN USJ 12/3A,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,44,JALAN USJ 12/3B,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,2,JALAN USJ 12/3B,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,16,JALAN USJ 12/3B,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,11,JALAN USJ 12/3B,USJ 12,47630,SUBANG JAYA,SELANGOR,,
,,,,33,JALAN USJ 13/4,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,46,JALAN USJ 13/1B,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,5,JALAN USJ 13/1B,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,9,JALAN USJ 13/1C,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,22,JALAN USJ 13/1F,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,51,JALAN USJ 13/2,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,33,JALAN USJ 13/2,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,14,JALAN USJ 13/2,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,83,JALAN USJ 13/3,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,41,JALAN USJ 13/3A,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,46,JALAN USJ 13/3A,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,52,JALAN USJ 13/3B,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,47,JALAN USJ 13/3D,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,3,JALAN USJ 13/3D,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,35,JALAN USJ 13/3D,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,36,JALAN USJ 13/3G,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,54,JALAN USJ 13/3G,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,88,JALAN USJ 13/3G,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN USJ 13/3G,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,99,JALAN USJ 13/5G,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,43,JALAN USJ 13/5G,USJ 13,47630,SUBANG JAYA,SELANGOR,,
,,,,29,JALAN USJ 13/5F,USJ 13,47630,SUBANG JAYA,SELANGOR,,
AF,4,6,SUBANG PERDANA GOODYEAR COURT 10,6,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
R1,2,6,GOODYEAR COURT 8 APARTMENT,,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
R1,4,1,SUBANG PERDANA GOODYEAR COURT 8,,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,SUBANG PERDANA GOODYEAR COURT 9,,JALAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
W3,2,6,SUBANG PERDANA GOODYEAR COURT 9,,,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,SUBANG PERDANA GOODYEAR COURT 9,,JALAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,SUBANG PERDANA GOODYEAR COURT 9,,JALAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
V3,3,2,SUBANG PERDANA GOODYEAR COURT 9,2,JALAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
W3,4,11,SUBANG PERDANA GOODYEAR COURT 9,11,JALAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
X2,3,5,SUBANG PERDANA GOODYEAR COURT 9,5,JALAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
W4,3,3,SUBANG PERDANA GOODYEAR COURT 9,3,JALAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,,43,JALAN USJ 14/1A,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,,55,JALAN USJ 14/1C,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,,50,JALAN USJ 14/1C,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,,40,JALAN USJ 14/1C,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,,16,JALAN USJ 14/1D,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,,59,JALAN USJ 14/1D,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN USJ 14/1E,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,,25,JALAN USJ 14/1E,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,RESTORAN SERI BADAR,2,JALAN USJ 14/1K,USJ 14,47630,SUBANG JAYA,SELANGOR,,
Y1,2,6,SUBANG PERDANA GOODYEAR COURT 9,6,JALAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
V4,0,4,SUBANG PERDANA GOODYEAR COURT 9C,,JALAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
W3,0,11,SUBANG PERDANA GOODYEAR COURT 9,11,JALAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
AD,1,14,GOODYEAR COURT 10 APARTMENT,,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
AG,4,3,SUBANG PERDANA GOODYEAR COURT 10,3,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
AE,4,4,SUBANG PERDANA GOODYEAR COURT 10,4,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
AN,4,1,SUBANG PERDANA GOODYEAR COURT 10,1,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
AQ,1,6,SUBANG GOODYEAR COURT 10A,,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
AD,0,7,SUBANG PERDANA GOODYEAR COURT 10,7,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
R1,2,9,SUBANG PERDANA GOODYEAR COURT 8,9,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,SUBANG PERDANA GOODYEAR COURT 8,22,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
Q2,0,12,SUBANG PERDANA GOODYEAR COURT 8,12,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
T2,0,11,SUBANG PERDANA GOODYEAR COURT 8,,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,SUBANG PERDANA GOODYEAR COURT 8,,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
S1,4,3,SUBANG PERDANA GOODYEAR COURT 8,3,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
W1,1,9,SUBANG PERDANA GOODYEAR COURT 9,9,JALAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
Z1,2,1,SUBANG PERDANA GOODYEAR COURT 9,1,JALAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
AL,2,10,SUBANG PERDANA GOODYEAR COURT 10,10,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,ENERZ INDOOR EXTREME PARK,791,PERSIARAN SUBANG INDAH,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,SUBANG PERDANA GOODYEAR COURT 7,,JALAN USJ 14/1,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,SUBANG PERDANA APARTMENT,,JALAN KEWAJIPAN USJ,,47600,SUBANG JAYA,SELANGOR,,
W4,4,3,SUBANG PERDANA GOODYEAR COURT 1,,JALAN USJ 6/1,USJ 6,47610,SUBANG JAYA,SELANGOR,,
AG,0,5,SUBANG PERDANA GOODYEAR COURT 10A,,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
AK,0,10,SUBANG PERDANA GOODYEAR COURT 10A,,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,SUBANG PERDANA GOODYEAR COURT 10A,,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
AD,4,4,SUBANG PERDANA GOODYEAR COURT 10A,,PERSIARAN MULIA,USJ 14,47630,SUBANG JAYA,SELANGOR,,
B,5,14,APARTMENT SRI TANJUNG,,,USJ 16,47630,SUBANG JAYA,SELANGOR,,
D,7,13,SRI TANJUNG FLAT,,JALAN USJ 16/07,USJ 16,47630,SUBANG JAYA,SELANGOR,,
C,7,17,APARTMENT SRI TANJUNG,,,USJ 16,47630,SUBANG JAYA,SELANGOR,,
,,,,11A,JALAN USJ 16/2A,USJ 16,47630,SUBANG JAYA,SELANGOR,,
,,,,6,JALAN USJ 16/2C,USJ 16,47630,SUBANG JAYA,SELANGOR,,
